Type,Price,Location,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
house,2000.0,La Marsa,120,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no
house,4500.0,Carthage,200,3,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,no
apartment,3500.0,La Marsa,140,2,1,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1450.0,Les Jardins de Carthage,85,1,1,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2900.0,La Marsa,180,2,2,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no
apartment,1000.0,Cité de la Plage,120,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,3000.0,La Marsa,140,3,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1700.0,La Marsa,120,2,2,Good condition,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2500.0,Gammarth Supérieur,230,2,2,Good condition,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1800.0,Montplaisir inTunis,61,1,2,New,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Chott Meriem,100,2,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
apartment,1400.0,Hammamet,150,3,2,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,3300.0,La Soukra,250,3,3,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,2650.0,Les Jardins de Carthage,200,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no
apartment,1300.0,Ain Zaghouan Nord,72,1,1,New,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no
house,3000.0,Tataouine Nord inTataouine,280,6,3,New,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,900.0,La Soukra,75,1,1,Good condition,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,4500.0,Les Berges Du Lac 2,200,3,3,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,2000.0,Chotrana 3,115,2,2,New,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
house,6500.0,Gammarth,900,4,4,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no
apartment,1450.0,El Menzah 4,134,3,3,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1600.0,Bouhssina,180,4,3,Good condition,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2800.0,Khezama Ouest,800,4,4,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no
apartment,1700.0,Ain Zaghouan Nord,140,4,2,New,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,750.0,Bou Mhel inBoumhel Bassatine,120,3,2,Good condition,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Les Berges Du Lac 2,100,1,1,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no
house,2300.0,Cité El Ahmadi,150,2,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,2700.0,Gammarth,600,5,3,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1450.0,Les Jardins d'El Menzah 2,160,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,750.0,Nabeul,95,2,2,Good condition,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2000.0,Hammamet,110,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
house,1000.0,Les Jardins d'El Menzah 1,150,2,2,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,850.0,El Manar 1,80,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,950.0,Les Jardins d'El Menzah 2,90,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,7000.0,La Marsa,1000,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no
house,3900.0,Yasmine Hammamet,250,3,4,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no
apartment,1800.0,El Menzah 5,120,2,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1200.0,El Manar 1,150,2,1,New,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,2600.0,Les Berges Du Lac 2,140,2,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,4000.0,Cité Les Pins,175,3,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no
house,5000.0,Sidi Daoued,652,8,4,Good condition,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
house,4500.0,Hammamet,565,4,5,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no
apartment,1300.0,Cité El Wafa,100,2,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no
house,800.0,Cité El Wafa,135,3,1,New,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1750.0,Gammarth Supérieur,151,3,2,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1700.0,Les Jardins de Carthage,100,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
house,4500.0,Les Berges Du Lac 1,200,4,1,New,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,900.0,Hammamet Nord,75,1,1,New,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1700.0,Hammamet,120,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,750.0,Cité Ennacim,75,1,1,New,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4200.0,Hammamet,500,4,4,New,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no
house,4000.0,El Menzah 9,350,4,3,Good condition,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,1150.0,Riadh al Andalous,95,2,1,New,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,950.0,Les Jardins d'El Menzah 2,75,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
apartment,120.0,Riadh al Andalous,100,2,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,1000.0,Cité Ennasr 2,60,1,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
house,1400.0,Aouina,72,1,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no
apartment,2700.0,La Marsa,140,3,2,Good condition,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no
apartment,3000.0,La Marsa,220,4,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
house,4200.0,Hammamet,450,4,3,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no
house,2800.0,Hammamet Sud,350,4,3,New,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no
house,4000.0,Hammamet Sud,400,4,4,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no
apartment,950.1,Tantana,150,3,1,Good condition,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2201.0,Chott Meriem,156,3,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no
apartment,5000.0,La Marsa,130,3,2,Good condition,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,750.0,El Omrane inEl Omrane,120,2,1,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,2200.0,Gammarth,200,3,3,New,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
house,1270.0,La Soukra,95,2,2,New,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
house,9000.0,Les Berges Du Lac 1,610,6,4,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
house,700.0,Hammam Sousse,75,1,1,Good condition,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,680.0,Rades Plage inRades,90,2,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,3210.0,Chott Meriem,700,5,2,Good condition,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no
house,2500.0,Houmt Souk inHoumt Souk,200,4,2,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,3000.0,Sidi Bousaid,160,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
house,5800.0,Les Jardins de Carthage,500,6,5,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no
house,4900.0,Hammamet Nord,450,5,5,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,1700.0,Gammarth,80,1,1,New,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes
apartment,2700.0,Les Berges Du Lac 2,140,3,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1800.0,Cité Du Stade,65,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1250.0,Riadh al Andalous,130,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1600.0,Ain Zaghouan Nord,70,1,1,New,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no
house,2000.0,Gammarth,160,2,2,Good condition,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no
house,1500.0,Guechaine inHoumt Souk,600,2,1,Good condition,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no
apartment,2600.0,Les Jardins de Carthage,197,3,2,New,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1500.0,Hammamet,120,2,1,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no
apartment,1050.0,Bab Bhar inTunis,120,3,1,Good condition,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,8000.0,Les Berges Du Lac 2,380,4,4,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,yes
apartment,5000.0,Gammarth,250,3,4,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3000.0,Carthage,200,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes
house,4000.0,La Marsa,180,2,2,Good condition,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no
apartment,5000.0,La Marsa,250,3,3,New,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1750.0,Ezzahra inEzzahra,140,3,2,New,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no
house,2000.0,Aouina,180,3,2,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no
apartment,2500.0,Les Berges Du Lac 2,109,3,2,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no
house,2700.0,Les Berges Du Lac 2,110,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,1700.0,Aouina,200,2,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,600.0,La Manouba,65,2,1,Good condition,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,1000.0,El Menzah 8,60,1,1,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,800.0,Menzel Hedi Chaker inMenzel Chaker,90,2,1,Good condition,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no
apartment,2000.0,Gammarth Supérieur,90,2,1,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes
apartment,700.0,Hedi Chaker inTunis,65,2,1,Good condition,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,2000.0,Djerba inDjerba,22,3,3,Good condition,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
house,2500.0,Midoun zone touristique,200,3,2,New,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
house,2500.0,Houmt Souk inHoumt Souk,200,4,3,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
house,3000.0,Midoun zone touristique,630,2,3,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,1600.0,Cité El Khalil,130,3,2,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,El Menzah 9,118,2,2,New,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,2800.0,La Marsa,120,2,2,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Hammamet,160,2,1,Good condition,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
apartment,2500.0,La Marsa,100,1,1,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
apartment,750.0,Hammamet Nord,60,1,1,Good condition,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,4900.0,Cité Les Pins,200,3,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,3500.0,Gammarth,165,2,1,New,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,950.0,Charguia 1,162,3,2,Good condition,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,2890.0,Les Jardins de Carthage,158,2,2,New,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,2500.0,La Marsa,200,2,2,New,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1900.0,Les Berges Du Lac 1,120,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,6000.0,Les Berges Du Lac 2,250,3,3,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no
apartment,1100.0,La Soukra,150,3,2,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,700.0,Nabeul,65,1,1,Good condition,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no
house,1300.0,Cité Ennasr 1,154,3,2,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,900.0,Cité el Ghazela,110,2,1,Good condition,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,950.0,Sahloul,120,2,1,New,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,4800.0,Gammarth,350,5,5,Good condition,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,5000.0,La Marsa,140,3,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes
house,1700.0,Cité Du Stade,100,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,2500.0,La Marsa,120,2,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,980.0,Le Kram,80,2,1,Good condition,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,850.0,Cité Jardins,44,1,1,Good condition,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
house,500.0,Hammam Sousse,120,2,1,Good condition,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,5000.0,Salambo,600,5,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1200.0,Cité Ennasr 2,63,1,1,New,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,350.0,Hammamet Sud,300,3,2,Good condition,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no
house,1000.0,Mnihla inMnihla,100,2,1,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4000.0,Cité des Mimosas,500,4,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1400.0,Cité Ennassim inLa Goulette,98,2,2,New,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,4000.0,Les Berges Du Lac 2,180,3,2,Good condition,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,2600.0,Gammarth,250,3,3,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,6500.0,Gammarth,600,4,3,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,2700.0,La Marsa,110,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,1300.0,Hammamet Sud,350,4,5,Good condition,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no
house,5000.0,Gammarth,300,4,4,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no
house,7500.0,Les Berges Du Lac 2,382,4,4,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes
house,7000.0,Aouina,600,4,4,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1600.0,Centre Urbain Nord,100,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no
house,1400.0,Nabeul,120,3,1,Good condition,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,650.0,El Mourouj 3 inEl Mourouj,70,2,1,Good condition,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,2000.0,Hammamet Sud,115,2,2,New,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
house,2000.0,Les Jardins de Carthage,270,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,1800.0,Les Jardins de Carthage,150,3,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2200.0,Aouina,120,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1800.0,La Soukra,182,4,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,750.0,Sahloul,60,1,1,Good condition,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,4000.0,La Marsa,120,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no
apartment,1600.0,Les Jardins de Carthage,99,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,850.0,Ain Zaghouan Sud,80,1,1,Good condition,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,3000.0,La Marsa,180,3,2,Good condition,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1000.0,Les Jardins d'El Menzah 2,100,2,1,New,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
apartment,1000.0,Aouina,83,1,1,Good condition,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no
house,1500.0,Cité El Wafa,200,4,3,New,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,1950.0,Les Jardins de Carthage,160,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,100,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
house,1500.0,Borj Baccouche,240,6,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1500.0,Sidi Daoued,100,2,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1600.0,Les Jardins de Carthage,130,2,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no
apartment,2000.0,Hammamet,130,2,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
house,600.0,Somâa inBeni Khiar,200,3,2,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes
